"product_id","order_id","product_name","aisle","department","product_price"
137,34595,"Very Vanilla Soymilk","soy lactosefree","dairy eggs",13000
138,53046,"Olli Napoli Salami","lunch meat","deli",47000
141,111626,"Restaurant Style Organic Chia & Quinoa Tortilla Chips","chips pretzels","snacks",5000
141,55435,"Restaurant Style Organic Chia & Quinoa Tortilla Chips","chips pretzels","snacks",5000
141,72431,"Restaurant Style Organic Chia & Quinoa Tortilla Chips","chips pretzels","snacks",5000
141,99473,"Restaurant Style Organic Chia & Quinoa Tortilla Chips","chips pretzels","snacks",5000
141,58466,"Restaurant Style Organic Chia & Quinoa Tortilla Chips","chips pretzels","snacks",5000
148,36580,"Nectarines","fresh fruits","produce",58000
148,58089,"Nectarines","fresh fruits","produce",58000
155,53046,"Artisan Ciabatta","frozen breads doughs","frozen",72000
160,62059,"100% Recycled Aluminum Foil","baking supplies decor","pantry",82000
160,40521,"100% Recycled Aluminum Foil","baking supplies decor","pantry",82000
160,12562,"100% Recycled Aluminum Foil","baking supplies decor","pantry",82000
160,37634,"100% Recycled Aluminum Foil","baking supplies decor","pantry",82000
160,51330,"100% Recycled Aluminum Foil","baking supplies decor","pantry",82000
162,85713,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,6454,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,52610,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,14043,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,65438,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,16824,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,37925,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,56463,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
162,118927,"Organic Mini Homestyle Waffles","frozen breakfast","frozen",79000
165,18769,"Wild Chanterelle Mushroom Ravioli","fresh pasta","dry goods pasta",66000
165,114298,"Wild Chanterelle Mushroom Ravioli","fresh pasta","dry goods pasta",66000
165,49312,"Wild Chanterelle Mushroom Ravioli","fresh pasta","dry goods pasta",66000
181,83322,"Country Style Baked Beans","canned meals beans","canned goods",19000
181,74199,"Country Style Baked Beans","canned meals beans","canned goods",19000
184,73612,"Kisses Milk Chocolate Candy","candy chocolate","snacks",76000
184,46674,"Kisses Milk Chocolate Candy","candy chocolate","snacks",76000
184,95891,"Kisses Milk Chocolate Candy","candy chocolate","snacks",76000
185,111102,"Chicken Nugget Meal","frozen meals","frozen",44000
186,84233,"Fresh Scent Dishwasher Detergent with Dawn","dish detergents","household",10000
186,84969,"Fresh Scent Dishwasher Detergent with Dawn","dish detergents","household",10000
195,4305,"Grade A Pasteurized 2% Milkfat Lowfat Cottage Cheese with Pineapple","other creams cheeses","dairy eggs",13000
196,6187,"Soda","soft drinks","beverages",2000
196,59143,"Soda","soft drinks","beverages",2000
196,44882,"Soda","soft drinks","beverages",2000
196,95450,"Soda","soft drinks","beverages",2000
196,10754,"Soda","soft drinks","beverages",2000
196,42222,"Soda","soft drinks","beverages",2000
196,15493,"Soda","soft drinks","beverages",2000
196,76200,"Soda","soft drinks","beverages",2000
196,122100,"Soda","soft drinks","beverages",2000
196,27135,"Soda","soft drinks","beverages",2000
196,33315,"Soda","soft drinks","beverages",2000
196,80119,"Soda","soft drinks","beverages",2000
196,109090,"Soda","soft drinks","beverages",2000
196,116443,"Soda","soft drinks","beverages",2000
196,54662,"Soda","soft drinks","beverages",2000
196,120080,"Soda","soft drinks","beverages",2000
196,49271,"Soda","soft drinks","beverages",2000
196,12221,"Soda","soft drinks","beverages",2000
196,81760,"Soda","soft drinks","beverages",2000
196,39159,"Soda","soft drinks","beverages",2000
196,100558,"Soda","soft drinks","beverages",2000
196,37367,"Soda","soft drinks","beverages",2000
196,15878,"Soda","soft drinks","beverages",2000
196,118014,"Soda","soft drinks","beverages",2000
196,92400,"Soda","soft drinks","beverages",2000
196,40136,"Soda","soft drinks","beverages",2000
196,103395,"Soda","soft drinks","beverages",2000
196,90561,"Soda","soft drinks","beverages",2000
196,3160,"Soda","soft drinks","beverages",2000
196,80141,"Soda","soft drinks","beverages",2000
196,95157,"Soda","soft drinks","beverages",2000
196,79834,"Soda","soft drinks","beverages",2000
196,112921,"Soda","soft drinks","beverages",2000
196,7367,"Soda","soft drinks","beverages",2000
196,58982,"Soda","soft drinks","beverages",2000
196,46585,"Soda","soft drinks","beverages",2000
196,47773,"Soda","soft drinks","beverages",2000
196,53021,"Soda","soft drinks","beverages",2000
196,85667,"Soda","soft drinks","beverages",2000
196,88698,"Soda","soft drinks","beverages",2000
196,37394,"Soda","soft drinks","beverages",2000
196,105634,"Soda","soft drinks","beverages",2000
196,45830,"Soda","soft drinks","beverages",2000
196,41149,"Soda","soft drinks","beverages",2000
196,64016,"Soda","soft drinks","beverages",2000
196,23777,"Soda","soft drinks","beverages",2000
196,11480,"Soda","soft drinks","beverages",2000
196,26297,"Soda","soft drinks","beverages",2000
196,3785,"Soda","soft drinks","beverages",2000
196,33550,"Soda","soft drinks","beverages",2000
196,48884,"Soda","soft drinks","beverages",2000
196,109937,"Soda","soft drinks","beverages",2000
196,89059,"Soda","soft drinks","beverages",2000
196,102724,"Soda","soft drinks","beverages",2000
196,20911,"Soda","soft drinks","beverages",2000
196,106484,"Soda","soft drinks","beverages",2000
196,51384,"Soda","soft drinks","beverages",2000
196,48361,"Soda","soft drinks","beverages",2000
196,119731,"Soda","soft drinks","beverages",2000
196,87765,"Soda","soft drinks","beverages",2000
196,119863,"Soda","soft drinks","beverages",2000
196,81094,"Soda","soft drinks","beverages",2000
196,104765,"Soda","soft drinks","beverages",2000
196,915,"Soda","soft drinks","beverages",2000
196,40941,"Soda","soft drinks","beverages",2000
196,47212,"Soda","soft drinks","beverages",2000
196,80932,"Soda","soft drinks","beverages",2000
196,32179,"Soda","soft drinks","beverages",2000
196,5356,"Soda","soft drinks","beverages",2000
196,113479,"Soda","soft drinks","beverages",2000
196,98023,"Soda","soft drinks","beverages",2000
199,2021,"Herb Thyme Clamshell","fresh herbs","produce",69000
204,84108,"Free & Clear Natural Laundry Detergent For Sensitive Skin","laundry","household",76000
204,105127,"Free & Clear Natural Laundry Detergent For Sensitive Skin","laundry","household",76000
204,13746,"Free & Clear Natural Laundry Detergent For Sensitive Skin","laundry","household",76000
204,17683,"Free & Clear Natural Laundry Detergent For Sensitive Skin","laundry","household",76000
204,119209,"Free & Clear Natural Laundry Detergent For Sensitive Skin","laundry","household",76000
204,32351,"Free & Clear Natural Laundry Detergent For Sensitive Skin","laundry","household",76000
206,6842,"Roasted Vegetable SoufflÃƒÂ©","frozen meals","frozen",43000
209,36461,"Italian Pasta Salad","prepared soups salads","deli",25000
210,10270,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,32882,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,4711,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,69918,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,39732,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,53897,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,20755,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
210,117492,"Homemade Hot Arrabbiata Fra Diavolo Sauce","pasta sauce","dry goods pasta",72000
211,80914,"Gluten Free Organic Cereal Coconut Maple Vanilla","hot cereal pancake mixes","breakfast",83000
211,33164,"Gluten Free Organic Cereal Coconut Maple Vanilla","hot cereal pancake mixes","breakfast",83000
213,99525,"Tapatio Salsa Picante Hot Sauce Tortilla Chips","chips pretzels","snacks",72000
216,14437,"Gluten Free Oatmeal, Variety Pack","hot cereal pancake mixes","breakfast",17000
219,110710,"Totz Toothbrush Extra Soft 18+ Months","baby accessories","babies",35000
226,19715,"Shaved Parmesan Cheese","packaged cheese","dairy eggs",18000
228,108044,"Organic Soups Lentil","soup broth bouillon","canned goods",40000
228,18965,"Organic Soups Lentil","soup broth bouillon","canned goods",40000
229,97455,"EcoNet Recycled Bath Sponge","skin care","personal care",1000
229,48522,"EcoNet Recycled Bath Sponge","skin care","personal care",1000
242,20911,"Original Red Twists","candy chocolate","snacks",65000
246,26820,"Triple-Acting Laundry Stain Remover","laundry","household",53000
246,33178,"Triple-Acting Laundry Stain Remover","laundry","household",53000
246,100578,"Triple-Acting Laundry Stain Remover","laundry","household",53000
248,108490,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,11282,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,85179,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,12950,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,74849,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,61086,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,84011,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,47932,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,23080,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,22167,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
248,73966,"Dried Sweetened Cranberries","nuts seeds dried fruit","snacks",10000
250,31785,"Authentic Deep Dish, Spinach & Garlic Pizza","frozen pizza","frozen",76000
258,78197,"Vegetable Pot Pie","frozen meals","frozen",54000
258,48446,"Vegetable Pot Pie","frozen meals","frozen",54000
258,93718,"Vegetable Pot Pie","frozen meals","frozen",54000
258,70859,"Vegetable Pot Pie","frozen meals","frozen",54000
258,95728,"Vegetable Pot Pie","frozen meals","frozen",54000
260,48372,"Cantaloupe","fresh fruits","produce",75000
260,51534,"Cantaloupe","fresh fruits","produce",75000
260,27229,"Cantaloupe","fresh fruits","produce",75000
260,105750,"Cantaloupe","fresh fruits","produce",75000
260,101471,"Cantaloupe","fresh fruits","produce",75000
260,17829,"Cantaloupe","fresh fruits","produce",75000
260,20755,"Cantaloupe","fresh fruits","produce",75000
260,13997,"Cantaloupe","fresh fruits","produce",75000
260,36665,"Cantaloupe","fresh fruits","produce",75000
260,43722,"Cantaloupe","fresh fruits","produce",75000
260,73332,"Cantaloupe","fresh fruits","produce",75000
260,48910,"Cantaloupe","fresh fruits","produce",75000
260,84011,"Cantaloupe","fresh fruits","produce",75000
260,2822,"Cantaloupe","fresh fruits","produce",75000
260,71686,"Cantaloupe","fresh fruits","produce",75000
260,91549,"Cantaloupe","fresh fruits","produce",75000
260,121620,"Cantaloupe","fresh fruits","produce",75000
260,19097,"Cantaloupe","fresh fruits","produce",75000
260,4468,"Cantaloupe","fresh fruits","produce",75000
260,112732,"Cantaloupe","fresh fruits","produce",75000
260,36927,"Cantaloupe","fresh fruits","produce",75000
260,33972,"Cantaloupe","fresh fruits","produce",75000
260,65330,"Cantaloupe","fresh fruits","produce",75000
260,97000,"Cantaloupe","fresh fruits","produce",75000
260,85920,"Cantaloupe","fresh fruits","produce",75000
260,109364,"Cantaloupe","fresh fruits","produce",75000
260,37371,"Cantaloupe","fresh fruits","produce",75000
260,4680,"Cantaloupe","fresh fruits","produce",75000
260,26319,"Cantaloupe","fresh fruits","produce",75000
260,90089,"Cantaloupe","fresh fruits","produce",75000
260,49506,"Cantaloupe","fresh fruits","produce",75000
260,94350,"Cantaloupe","fresh fruits","produce",75000
260,25991,"Cantaloupe","fresh fruits","produce",75000
260,102852,"Cantaloupe","fresh fruits","produce",75000
260,76249,"Cantaloupe","fresh fruits","produce",75000
260,78051,"Cantaloupe","fresh fruits","produce",75000
260,73966,"Cantaloupe","fresh fruits","produce",75000
260,52610,"Cantaloupe","fresh fruits","produce",75000
260,115079,"Cantaloupe","fresh fruits","produce",75000
260,25762,"Cantaloupe","fresh fruits","produce",75000
260,21440,"Cantaloupe","fresh fruits","produce",75000
260,44453,"Cantaloupe","fresh fruits","produce",75000
260,10162,"Cantaloupe","fresh fruits","produce",75000
260,3533,"Cantaloupe","fresh fruits","produce",75000
260,47207,"Cantaloupe","fresh fruits","produce",75000
260,114289,"Cantaloupe","fresh fruits","produce",75000
260,63911,"Cantaloupe","fresh fruits","produce",75000
260,76417,"Cantaloupe","fresh fruits","produce",75000
260,76626,"Cantaloupe","fresh fruits","produce",75000
260,119967,"Cantaloupe","fresh fruits","produce",75000
260,72069,"Cantaloupe","fresh fruits","produce",75000
260,58057,"Cantaloupe","fresh fruits","produce",75000
260,26820,"Cantaloupe","fresh fruits","produce",75000
260,90906,"Cantaloupe","fresh fruits","produce",75000
260,98981,"Cantaloupe","fresh fruits","produce",75000
260,11185,"Cantaloupe","fresh fruits","produce",75000
261,18778,"Organic Southwestern Burrito","frozen meals","frozen",1000
261,75937,"Organic Southwestern Burrito","frozen meals","frozen",1000
261,44197,"Organic Southwestern Burrito","frozen meals","frozen",1000
261,65641,"Organic Southwestern Burrito","frozen meals","frozen",1000
264,54804,"Non-Fat Blueberry on the Bottom Greek Yogurt","yogurt","dairy eggs",66000
264,25219,"Non-Fat Blueberry on the Bottom Greek Yogurt","yogurt","dairy eggs",66000
267,41473,"Triple Chocolate Ripple","ice cream ice","frozen",9000
273,6485,"Thin Stackers Brown Rice  Salt Free","chips pretzels","snacks",12000
273,102792,"Thin Stackers Brown Rice  Salt Free","chips pretzels","snacks",12000
274,75709,"Snack Bags","more household","household",72000
274,28800,"Snack Bags","more household","household",72000
274,73532,"Snack Bags","more household","household",72000
274,73647,"Snack Bags","more household","household",72000
276,48072,"French Vanilla Ice Cream","ice cream ice","frozen",34000
276,12032,"French Vanilla Ice Cream","ice cream ice","frozen",34000
276,120025,"French Vanilla Ice Cream","ice cream ice","frozen",34000
276,108153,"French Vanilla Ice Cream","ice cream ice","frozen",34000
277,54460,"Diet Root Beer","soft drinks","beverages",17000
277,30509,"Diet Root Beer","soft drinks","beverages",17000
277,80630,"Diet Root Beer","soft drinks","beverages",17000
279,74881,"Everyday Detox Dandelion Tea","tea","beverages",17000
280,87410,"Makeup Remover Cleansing Towelettes","facial care","personal care",13000
281,43820,"Chai Tea Bags","tea","beverages",40000
283,80678,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,53810,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,91799,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,25166,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,26318,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,57270,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,12562,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,2869,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
283,118480,"Organic Whole Wheat Elbows","dry pasta","dry goods pasta",67000
284,107840,"Organic Spicy Heirloom Marinara Sauce","pasta sauce","dry goods pasta",31000
287,121097,"Turkey","lunch meat","deli",36000
287,10286,"Turkey","lunch meat","deli",36000
287,26809,"Turkey","lunch meat","deli",36000
287,24386,"Turkey","lunch meat","deli",36000
287,19098,"Turkey","lunch meat","deli",36000
294,12651,"Minis Original Saltine Crackers","crackers","snacks",68000
294,63068,"Minis Original Saltine Crackers","crackers","snacks",68000
300,57741,"Organic Enriched Unbleached White Flour","baking ingredients","pantry",49000
305,27788,"Wild Forest Raw Neem Honey","honeys syrups nectars","pantry",51000
307,70005,"Precious Mozzarella Cheese","packaged cheese","dairy eggs",22000
311,17713,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,111036,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,7560,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,36236,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,23294,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,114461,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,106635,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
311,63477,"Naturals Savory Turkey Breakfast Sausage","frozen breakfast","frozen",34000
322,24230,"Brooklyn Pizza Dough","frozen pizza","frozen",11000
325,34527,"Veggie-Style Mini Corn Dogs","frozen vegan vegetarian","frozen",27000
325,28035,"Veggie-Style Mini Corn Dogs","frozen vegan vegetarian","frozen",27000
325,72653,"Veggie-Style Mini Corn Dogs","frozen vegan vegetarian","frozen",27000
329,103103,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,121046,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,85897,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,14043,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,28696,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,99089,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,60119,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,98,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,92766,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,6833,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,57325,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,69196,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
329,118382,"Organic Whole Grassmilk Milk","milk","dairy eggs",37000
334,28857,"Sparkling Raspberry Lemonade Water Beverage","water seltzer sparkling water","beverages",25000
335,55582,"Blueberry Kombucha","refrigerated","beverages",31000
340,100720,"Eco-Pac Kamut Puffs Cereal","cereal","breakfast",71000
340,23046,"Eco-Pac Kamut Puffs Cereal","cereal","breakfast",71000
343,23192,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
343,47650,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
343,71519,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
343,80540,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
343,62539,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
343,53445,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
343,52610,"Organic Whole Peeled Baby Carrots","packaged vegetables fruits","produce",33000
347,116739,"Vegetable Salad Kit, Sweet Kale","packaged vegetables fruits","produce",54000
347,84951,"Vegetable Salad Kit, Sweet Kale","packaged vegetables fruits","produce",54000
350,61418,"Mixed 12 Pack Lion's Share Ale","beers coolers","alcohol",64000
352,71686,"Colby Jack & Mild Cheddar Combo Pack","packaged cheese","dairy eggs",38000
359,53210,"Deli Thin-Sliced Honey Ham","lunch meat","deli",54000
364,121883,"Greener Selection Salad","packaged vegetables fruits","produce",28000
364,80859,"Greener Selection Salad","packaged vegetables fruits","produce",28000
365,40030,"Cheerios Cereal","cereal","breakfast",4000
365,3422,"Cheerios Cereal","cereal","breakfast",4000
365,105127,"Cheerios Cereal","cereal","breakfast",4000
365,11526,"Cheerios Cereal","cereal","breakfast",4000
365,97838,"Cheerios Cereal","cereal","breakfast",4000
365,35986,"Cheerios Cereal","cereal","breakfast",4000
365,3378,"Cheerios Cereal","cereal","breakfast",4000
365,62970,"Cheerios Cereal","cereal","breakfast",4000
365,18079,"Cheerios Cereal","cereal","breakfast",4000
365,109274,"Cheerios Cereal","cereal","breakfast",4000
365,26319,"Cheerios Cereal","cereal","breakfast",4000
